Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude
2024-11-14,17:43:21,"""CNR3241891""",Completed,"""CID5517114""",Bike,"Kaushambi, New Delhi, India","IFFCO Chowk, New Delhi, India",4.4,28.8,,,,,,,72.0,11.55,4.3,3.9,Credit Card,,,,
2024-08-26,18:53:09,"""CNR6828844""",Completed,"""CID1878807""",Bike,"Preet Vihar, New Delhi, India","Lok Kalyan Marg, New Delhi, India",6.0,26.1,,,,,,,264.0,40.51,5.0,4.6,Cash,,,,
2024-10-22,13:51:10,"""CNR5779314""",Completed,"""CID2226453""",Go Sedan,"Cyber Hub, New Delhi, India","Vatika Chowk, New Delhi, India",7.7,35.8,,,,,,,474.0,38.81,4.1,4.8,Credit Card,,,,
2024-02-23,20:44:01,"""CNR2054315""",Completed,"""CID3008121""",Go Mini,"Laxmi Nagar, New Delhi, India","Punjabi Bagh, New Delhi, India",12.4,29.4,,,,,,,773.0,31.83,4.2,4.5,UPI,28.576794,77.2062778,28.669427,77.1280011
2024-10-02,23:21:35,"""CNR1700321""",Completed,"""CID9981342""",Bike,"Sohna Road, New Delhi, India","Narsinghpur, New Delhi, India",6.0,30.2,,,,,,,448.0,42.21,4.3,4.7,Credit Card,,,,
2024-01-06,09:42:42,"""CNR9666546""",Completed,"""CID5536091""",Bike,"Central Secretariat, New Delhi, India","Golf Course Road, New Delhi, India",2.7,37.8,,,,,,,382.0,30.07,4.2,4.6,Cash,28.6158726,77.2123897,,
2024-06-22,05:12:31,"""CNR8249482""",Completed,"""CID5288083""",Go Sedan,"Satguru Ram Singh Marg, New Delhi, India","Tughlakabad, New Delhi, India",6.8,40.0,,,,,,,294.0,47.3,3.1,4.1,UPI,28.6188228,77.1131431,,
2024-11-16,14:14:20,"""CNR4870903""",Completed,"""CID3855102""",Bike,"Rithala, New Delhi, India","Tilak Nagar, New Delhi, India",13.5,44.7,,,,,,,513.0,40.56,4.4,4.2,Debit Card,,,,
2024-03-26,10:20:23,"""CNR6600476""",Completed,"""CID3614995""",Bike,"Indirapuram, New Delhi, India","Azadpur, New Delhi, India",3.3,42.2,,,,,,,347.0,42.34,4.3,4.2,Uber Wallet,,,,
2024-08-17,16:46:03,"""CNR7123250""",Completed,"""CID3522158""",Bike,"GTB Nagar, New Delhi, India","Udyog Bhawan, New Delhi, India",7.7,24.2,,,,,,,473.0,43.61,3.7,4.9,UPI,,,28.612527,77.2122895
2024-11-10,18:32:47,"""CNR7645642""",Completed,"""CID8526548""",Bike,"Anand Vihar ISBT, New Delhi, India","Satguru Ram Singh Marg, New Delhi, India",4.5,23.7,,,,,,,571.0,49.79,4.1,5.0,UPI,,,,
2024-01-17,03:51:58,"""CNR2597771""",Completed,"""CID7543879""",eBike,"Paharganj, New Delhi, India","Delhi Gate, New Delhi, India",3.8,41.6,,,,,,,828.0,43.16,4.7,3.7,UPI,,,28.6084297,77.140201
2024-07-16,19:41:18,"""CNR1150359""",Completed,"""CID2541623""",Bike,"Anand Vihar ISBT, New Delhi, India","Chhatarpur, New Delhi, India",11.3,32.5,,,,,,,933.0,37.32,4.1,5.0,Credit Card,,,28.5033155,77.1787621
2024-10-15,08:39:55,"""CNR7203764""",Completed,"""CID7222836""",Premier Sedan,"Mehrauli, New Delhi, India","Hauz Rani, New Delhi, India",11.0,15.5,,,,,,,246.0,11.19,4.1,4.8,Uber Wallet,28.4915171,77.1433001,,
2024-02-12,14:34:17,"""CNR2743544""",Completed,"""CID4460179""",Auto,"Chhatarpur, New Delhi, India","Uttam Nagar, New Delhi, India",13.3,19.5,,,,,,,79.0,19.37,4.4,4.6,Uber Wallet,,,,
2024-05-11,16:04:16,"""CNR2322268""",Completed,"""CID8371528""",Bike,"New Colony, New Delhi, India","Faridabad Sector 15, New Delhi, India",4.0,22.6,,,,,,,2638.0,13.29,3.9,4.8,UPI,,,,
2024-09-06,17:02:56,"""CNR7445930""",Completed,"""CID6952510""",Premier Sedan,"Pitampura, New Delhi, India","New Colony, New Delhi, India",12.0,30.7,,,,,,,299.0,41.45,4.9,4.6,Uber Wallet,28.690109,77.1343765,,
2024-08-19,20:07:51,"""CNR7722956""",Completed,"""CID7818255""",eBike,"Kherki Daula Toll, New Delhi, India","Bhiwadi, New Delhi, India",10.7,17.8,,,,,,,259.0,20.86,4.7,3.6,Debit Card,,,,
2024-12-12,20:42:12,"""CNR8520184""",Completed,"""CID7267162""",Auto,"Vasant Kunj, New Delhi, India","Udyog Bhawan, New Delhi, India",12.8,18.2,,,,,,,74.0,28.62,4.3,4.7,Debit Card,,,28.612527,77.2122895
2024-03-11,17:00:28,"""CNR3580429""",Completed,"""CID2968572""",Go Mini,"Satguru Ram Singh Marg, New Delhi, India","Rajiv Chowk, New Delhi, India",3.1,18.0,,,,,,,377.0,29.19,4.7,4.6,UPI,28.6188228,77.1131431,28.6314022,77.2193791
2024-11-14,19:25:28,"""CNR2496591""",Completed,"""CID7191705""",Go Sedan,"Jama Masjid, New Delhi, India","Kadarpur, New Delhi, India",12.2,33.3,,,,,,,441.0,12.85,4.0,5.0,UPI,28.595544,77.1213161,,
2024-03-05,10:04:14,"""CNR9816720""",Completed,"""CID8805559""",Go Mini,"Ashok Park Main, New Delhi, India","Vinobapuri, New Delhi, India",3.3,44.8,,,,,,,81.0,6.48,4.2,4.5,UPI,,,,
2024-04-25,22:01:01,"""CNR3128264""",Completed,"""CID2600575""",Go Sedan,"Jhilmil, New Delhi, India","Kashmere Gate, New Delhi, India",10.8,16.8,,,,,,,216.0,9.35,4.6,4.6,UPI,28.6687247,77.313243,,
2024-02-23,10:51:19,"""CNR9998928""",Completed,"""CID6861225""",Auto,"Old Gurgaon, New Delhi, India","DLF City Court, New Delhi, India",7.5,28.0,,,,,,,92.0,49.39,4.8,4.7,UPI,28.5337309,77.089943,,
2024-07-10,16:59:06,"""CNR4558695""",Completed,"""CID2215473""",Auto,"Karkarduma, New Delhi, India","Green Park, New Delhi, India",8.7,40.4,,,,,,,131.0,18.04,3.4,3.7,UPI,,,,
2024-05-08,12:01:23,"""CNR4392753""",Completed,"""CID1182483""",Go Sedan,"RK Puram, New Delhi, India","Seelampur, New Delhi, India",12.8,33.3,,,,,,,226.0,48.63,4.6,4.6,UPI,,,,
2024-08-29,08:45:30,"""CNR5205672""",Completed,"""CID9367466""",Go Sedan,"Ashok Park Main, New Delhi, India","Pulbangash, New Delhi, India",9.7,39.8,,,,,,,331.0,30.08,3.7,4.3,UPI,,,,
2024-10-01,10:22:45,"""CNR4646803""",Completed,"""CID6063583""",Auto,"Pataudi Chowk, New Delhi, India","Pulbangash, New Delhi, India",12.7,30.3,,,,,,,417.0,5.39,3.7,4.2,UPI,,,,
2024-08-03,21:56:52,"""CNR5007484""",Completed,"""CID8166550""",Premier Sedan,"India Gate, New Delhi, India","Patel Chowk, New Delhi, India",6.5,16.9,,,,,,,677.0,12.64,3.1,4.2,Debit Card,,,,
2024-07-28,19:53:07,"""CNR2262101""",Completed,"""CID1677798""",Go Sedan,"Jahangirpuri, New Delhi, India","Nawada, New Delhi, India",4.0,26.2,,,,,,,1038.0,32.08,4.4,4.9,UPI,28.6964486,77.1842968,,
2024-10-30,09:49:32,"""CNR2169001""",Completed,"""CID5002113""",Premier Sedan,"Rajiv Chowk, New Delhi, India","Mandi House, New Delhi, India",7.3,21.4,,,,,,,758.0,41.44,5.0,4.6,Uber Wallet,28.6314022,77.2193791,,
2024-12-07,15:36:52,"""CNR9629984""",Completed,"""CID1883427""",Go Mini,"Noida Sector 18, New Delhi, India","Narsinghpur, New Delhi, India",9.8,29.3,,,,,,,705.0,13.06,3.7,4.3,UPI,,,,
2024-07-07,18:36:06,"""CNR4075010""",Completed,"""CID1105802""",Bike,"Paschim Vihar, New Delhi, India","Gurgaon Sector 56, New Delhi, India",9.5,28.0,,,,,,,929.0,25.12,4.1,4.1,Uber Wallet,,,,
2024-06-06,09:22:52,"""CNR3277660""",Completed,"""CID2601032""",Bike,"Sushant Lok, New Delhi, India","Saket, New Delhi, India",5.5,35.2,,,,,,,434.0,12.0,4.6,4.2,UPI,,,28.5234897,77.209631
2024-02-03,11:49:21,"""CNR2969332""",Completed,"""CID5570238""",Premier Sedan,"Sohna Road, New Delhi, India","Rohini West, New Delhi, India",10.6,38.9,,,,,,,691.0,34.8,4.6,5.0,UPI,,,28.7194201,77.1096302
2024-11-06,05:11:43,"""CNR3913302""",Completed,"""CID4690196""",Go Mini,"Gurgaon Sector 56, New Delhi, India","Pulbangash, New Delhi, India",14.6,35.3,,,,,,,629.0,17.88,3.7,4.3,Credit Card,,,,
2024-07-12,11:43:22,"""CNR8288517""",Completed,"""CID5397622""",Go Sedan,"Aya Nagar, New Delhi, India","Paschim Vihar, New Delhi, India",6.6,41.0,,,,,,,397.0,5.97,4.5,3.7,Cash,,,,
2024-12-03,18:50:22,"""CNR1420993""",Completed,"""CID8837963""",Auto,"Rajiv Chowk, New Delhi, India","RK Puram, New Delhi, India",9.3,28.7,,,,,,,809.0,19.15,3.8,5.0,UPI,,,28.5656918,77.174646
2024-05-14,19:41:55,"""CNR4708595""",Completed,"""CID2548797""",Bike,"Saidulajab, New Delhi, India","DLF Phase 3, New Delhi, India",10.9,17.3,,,,,,,455.0,19.42,4.5,4.2,Cash,,,,
2024-06-08,14:02:08,"""CNR4375478""",Completed,"""CID9022890""",Uber XL,"Mundka, New Delhi, India","Khandsa, New Delhi, India",9.2,30.9,,,,,,,507.0,14.66,4.6,4.2,Cash,,,,
2024-10-20,18:52:25,"""CNR9154100""",Completed,"""CID5778401""",eBike,"Greater Noida, New Delhi, India","Karkarduma, New Delhi, India",9.0,36.9,,,,,,,408.0,17.4,3.8,3.9,UPI,,,,
2024-08-21,06:59:26,"""CNR4003112""",Completed,"""CID3503900""",Bike,"Noida Film City, New Delhi, India","Peeragarhi, New Delhi, India",8.6,38.5,,,,,,,299.0,20.34,4.3,4.6,Uber Wallet,,,,
2024-10-19,20:44:01,"""CNR8057539""",Completed,"""CID4920552""",Auto,"Jasola, New Delhi, India","Adarsh Nagar, New Delhi, India",12.6,24.4,,,,,,,970.0,14.04,4.4,3.0,UPI,,,28.6306394,77.1804675
2024-03-08,08:03:21,"""CNR1217933""",Completed,"""CID6795555""",eBike,"Bhikaji Cama Place, New Delhi, India","Pulbangash, New Delhi, India",9.3,35.4,,,,,,,1140.0,43.5,4.3,4.8,UPI,28.5702618,77.1878709,,
2024-07-21,19:02:19,"""CNR9846718""",Completed,"""CID6812930""",Premier Sedan,"Hauz Khas, New Delhi, India","Raj Nagar Extension, New Delhi, India",7.0,43.0,,,,,,,978.0,5.61,3.8,5.0,UPI,28.5575846,77.1878212,,
2024-05-29,21:30:09,"""CNR3773289""",Completed,"""CID1620484""",Go Sedan,"Old Gurgaon, New Delhi, India","Satguru Ram Singh Marg, New Delhi, India",8.0,29.9,,,,,,,558.0,36.45,4.8,4.4,Uber Wallet,,,28.6188228,77.1131431
2024-03-11,19:47:59,"""CNR1888559""",Completed,"""CID1052505""",Auto,"Adarsh Nagar, New Delhi, India","Mandi House, New Delhi, India",14.3,43.0,,,,,,,616.0,10.34,3.7,4.9,UPI,28.6306394,77.1804675,,
2024-03-09,16:43:40,"""CNR9991850""",Completed,"""CID5965518""",Bike,"Kanhaiya Nagar, New Delhi, India","Botanical Garden, New Delhi, India",4.5,26.1,,,,,,,543.0,24.45,4.6,4.6,UPI,,,,
2024-08-24,09:38:22,"""CNR7488178""",Completed,"""CID8139817""",Auto,"Badarpur, New Delhi, India","Lal Quila, New Delhi, India",12.1,38.1,,,,,,,85.0,37.73,4.2,4.4,Cash,,,,
2024-08-05,17:46:40,"""CNR8016100""",Completed,"""CID8441294""",Auto,"Gurgaon Sector 56, New Delhi, India","Shivaji Park, New Delhi, India",5.0,40.1,,,,,,,873.0,21.61,4.2,4.2,UPI,,,28.6386524,77.224141
2024-06-26,18:18:23,"""CNR8186482""",Completed,"""CID3757497""",Go Mini,"Yamuna Bank, New Delhi, India","Ambience Mall, New Delhi, India",5.8,17.9,,,,,,,818.0,44.78,4.9,4.1,Cash,,,28.5412453,77.1551082
2024-10-08,08:25:26,"""CNR4960872""",Completed,"""CID8359485""",Go Sedan,"Jhilmil, New Delhi, India","Greater Noida, New Delhi, India",10.4,18.7,,,,,,,406.0,34.45,4.2,4.1,Credit Card,28.6687247,77.313243,,
2024-07-13,19:19:28,"""CNR6957594""",Completed,"""CID7167920""",Bike,"Chandni Chowk, New Delhi, India","Raj Nagar Extension, New Delhi, India",14.5,42.7,,,,,,,1036.0,46.35,5.0,4.2,UPI,,,,
2024-07-05,09:26:41,"""CNR1025586""",Completed,"""CID2436311""",Go Sedan,"Yamuna Bank, New Delhi, India","Pataudi Chowk, New Delhi, India",11.1,22.0,,,,,,,105.0,15.23,4.6,4.5,Credit Card,,,,
2024-11-05,11:31:50,"""CNR4523657""",Completed,"""CID9331737""",Auto,"Tis Hazari, New Delhi, India","Satguru Ram Singh Marg, New Delhi, India",13.1,42.4,,,,,,,258.0,20.82,3.0,4.9,Credit Card,,,28.6188228,77.1131431
2024-11-24,11:19:35,"""CNR9671782""",Completed,"""CID1958088""",Auto,"Azadpur, New Delhi, India","Anand Vihar, New Delhi, India",12.6,42.4,,,,,,,304.0,37.03,4.9,4.7,UPI,,,28.5786334,77.1612059
2024-08-24,10:52:02,"""CNR9520081""",Completed,"""CID6239760""",Premier Sedan,"India Gate, New Delhi, India","Lok Kalyan Marg, New Delhi, India",5.5,35.4,,,,,,,227.0,12.76,3.7,4.7,UPI,,,28.5973513,77.2110967
2024-04-05,16:41:50,"""CNR4180800""",Completed,"""CID3804943""",Auto,"Welcome, New Delhi, India","Seelampur, New Delhi, India",10.4,22.0,,,,,,,141.0,42.33,4.9,4.5,UPI,,,,
2024-01-03,18:40:34,"""CNR7145607""",Completed,"""CID3785456""",Go Sedan,"Jasola, New Delhi, India","Yamuna Bank, New Delhi, India",3.7,26.1,,,,,,,322.0,42.23,4.9,4.3,Debit Card,,,,
2024-09-27,11:39:18,"""CNR9167827""",Completed,"""CID7010695""",Bike,"Vatika Chowk, New Delhi, India","Rajouri Garden, New Delhi, India",13.7,19.4,,,,,,,120.0,20.49,4.8,4.5,UPI,,,28.6503246,77.1209907
2024-12-14,06:58:26,"""CNR6242730""",Completed,"""CID2824118""",eBike,"Gurgaon Railway Station, New Delhi, India","Kalkaji, New Delhi, India",5.5,20.6,,,,,,,540.0,39.71,3.6,4.3,Cash,,,28.5435234,77.247977
2024-12-04,19:23:51,"""CNR8529376""",Completed,"""CID3529002""",Premier Sedan,"Udyog Bhawan, New Delhi, India","Sushant Lok, New Delhi, India",10.6,39.3,,,,,,,124.0,45.43,4.2,4.4,Cash,,,,
2024-09-07,08:38:31,"""CNR4407837""",Completed,"""CID2240525""",Go Mini,"Vishwavidyalaya, New Delhi, India","Keshav Puram, New Delhi, India",2.8,38.6,,,,,,,318.0,42.21,4.2,4.4,Cash,,,,
2024-09-18,18:53:12,"""CNR2234466""",Completed,"""CID5048672""",Auto,"DLF City Court, New Delhi, India","Golf Course Road, New Delhi, India",12.7,23.1,,,,,,,450.0,26.5,4.3,4.2,UPI,,,,
2024-01-16,04:09:16,"""CNR1688577""",Completed,"""CID7461098""",Premier Sedan,"Noida Film City, New Delhi, India","Shastri Park, New Delhi, India",10.6,22.6,,,,,,,624.0,11.1,4.5,4.2,Uber Wallet,,,28.6442794,77.2718858
2024-06-06,10:09:55,"""CNR6646128""",Completed,"""CID1793178""",Auto,"Vishwavidyalaya, New Delhi, India","Huda City Centre, New Delhi, India",5.7,17.8,,,,,,,121.0,34.49,4.3,4.6,Cash,,,,
2024-09-10,05:03:35,"""CNR8748387""",Completed,"""CID5013556""",Uber XL,"Barakhamba Road, New Delhi, India","Kadarpur, New Delhi, India",6.6,43.1,,,,,,,364.0,17.92,3.0,4.9,Debit Card,28.6274707,77.2290488,,
2024-04-06,08:05:42,"""CNR6924819""",Completed,"""CID4748459""",eBike,"Sadar Bazar Gurgaon, New Delhi, India","Ashok Vihar, New Delhi, India",14.2,24.0,,,,,,,799.0,15.71,4.3,3.3,Cash,,,28.6915549,77.1771146
2024-01-16,12:54:04,"""CNR1505413""",Completed,"""CID3721093""",Go Sedan,"Aya Nagar, New Delhi, India","Pragati Maidan, New Delhi, India",13.0,16.8,,,,,,,822.0,36.91,4.4,4.9,Debit Card,,,28.6175048,77.2401552
2024-03-02,17:59:58,"""CNR5530137""",Completed,"""CID7979634""",Auto,"Inderlok, New Delhi, India","Kalkaji, New Delhi, India",8.9,42.1,,,,,,,639.0,39.66,4.3,4.5,Uber Wallet,,,28.5435234,77.247977
2024-07-08,08:20:50,"""CNR5857095""",Completed,"""CID8722523""",Premier Sedan,"Khandsa, New Delhi, India","Nehru Place, New Delhi, India",5.1,31.6,,,,,,,426.0,18.12,4.1,4.7,Cash,,,28.5480268,77.2534172
2024-07-24,09:37:14,"""CNR3182421""",Completed,"""CID5845050""",Auto,"Qutub Minar, New Delhi, India","Rohini East, New Delhi, India",11.8,19.8,,,,,,,503.0,46.8,4.2,4.2,Debit Card,,,,
2024-09-02,15:31:09,"""CNR6037701""",Completed,"""CID6093793""",Premier Sedan,"Karol Bagh, New Delhi, India","Anand Vihar ISBT, New Delhi, India",10.4,18.3,,,,,,,180.0,11.71,4.6,4.2,Cash,,,,
2024-10-27,10:36:18,"""CNR4063969""",Completed,"""CID7738190""",Go Mini,"Ramesh Nagar, New Delhi, India","Vishwavidyalaya, New Delhi, India",9.9,41.1,,,,,,,609.0,19.47,4.3,3.6,Debit Card,28.6344838,77.2704664,28.6899842,77.2197295
2024-06-04,14:43:55,"""CNR5407142""",Completed,"""CID4141340""",Auto,"IGI Airport, New Delhi, India","Malviya Nagar, New Delhi, India",9.0,31.3,,,,,,,361.0,46.51,4.2,5.0,Uber Wallet,28.5564626,77.0866995,,
2024-01-15,19:06:07,"""CNR2841209""",Completed,"""CID6602740""",Auto,"Malviya Nagar, New Delhi, India","Kanhaiya Nagar, New Delhi, India",5.8,25.8,,,,,,,97.0,40.53,4.1,4.7,Uber Wallet,,,,
2024-03-11,10:19:08,"""CNR3428566""",Completed,"""CID5611491""",Go Mini,"Janakpuri, New Delhi, India","Vatika Chowk, New Delhi, India",12.6,15.9,,,,,,,1022.0,9.95,4.6,3.7,Cash,,,,
2024-07-15,18:34:41,"""CNR6621497""",Completed,"""CID5917918""",Bike,"IMT Manesar, New Delhi, India","Chirag Delhi, New Delhi, India",9.6,23.0,,,,,,,956.0,32.4,4.2,3.2,Cash,,,,
2024-07-19,12:25:50,"""CNR4667447""",Completed,"""CID9638286""",Go Mini,"Jama Masjid, New Delhi, India","Rithala, New Delhi, India",9.1,20.7,,,,,,,370.0,38.18,4.9,4.5,UPI,,,,
2024-08-31,16:19:03,"""CNR2310407""",Completed,"""CID1351007""",Go Sedan,"Jahangirpuri, New Delhi, India","Anand Vihar, New Delhi, India",8.7,42.3,,,,,,,355.0,13.16,4.3,4.3,Cash,28.6964486,77.1842968,,
2024-07-21,20:27:22,"""CNR3681718""",Completed,"""CID7744196""",Bike,"Vasant Kunj, New Delhi, India","Ghitorni, New Delhi, India",5.3,29.3,,,,,,,1389.0,19.28,4.9,4.2,Credit Card,,,,
2024-12-28,22:43:13,"""CNR3332551""",Completed,"""CID2581047""",Go Mini,"Madipur, New Delhi, India","Noida Extension, New Delhi, India",10.7,44.1,,,,,,,1127.0,16.39,4.3,4.3,UPI,,,,
2024-09-26,20:42:54,"""CNR9295322""",Completed,"""CID3919145""",Bike,"Paharganj, New Delhi, India","Noida Sector 18, New Delhi, India",9.5,36.2,,,,,,,337.0,16.82,4.2,5.0,Uber Wallet,28.6337722,77.216499,,
2024-05-20,08:37:08,"""CNR8287485""",Completed,"""CID4337941""",Go Sedan,"Vatika Chowk, New Delhi, India","Kashmere Gate, New Delhi, India",3.9,21.9,,,,,,,290.0,43.45,3.8,4.3,UPI,,,,
2024-02-04,08:06:52,"""CNR3152802""",Completed,"""CID2035343""",eBike,"Samaypur Badli, New Delhi, India","Central Secretariat, New Delhi, India",12.2,39.5,,,,,,,1320.0,17.87,4.3,4.4,UPI,,,28.6158726,77.2123897
2024-08-06,11:37:50,"""CNR3684283""",Completed,"""CID8576010""",Bike,"Gurgaon Railway Station, New Delhi, India","Udyog Bhawan, New Delhi, India",4.2,42.3,,,,,,,334.0,43.29,4.7,4.2,Cash,,,28.612527,77.2122895
2024-02-29,18:47:06,"""CNR6522989""",Completed,"""CID3760319""",Premier Sedan,"Mansarovar Park, New Delhi, India","Jama Masjid, New Delhi, India",14.9,18.8,,,,,,,318.0,23.42,4.2,4.5,Uber Wallet,,,28.595544,77.1213161
2024-11-18,09:47:48,"""CNR3973042""",Completed,"""CID2420469""",eBike,"Panipat, New Delhi, India","Ashok Vihar, New Delhi, India",13.5,35.4,,,,,,,855.0,13.61,4.4,4.6,Cash,,,28.6915549,77.1771146
2024-03-11,12:59:40,"""CNR8984392""",Completed,"""CID8366868""",Bike,"Badarpur, New Delhi, India","Netaji Subhash Place, New Delhi, India",3.4,42.2,,,,,,,80.0,12.88,3.8,4.6,Cash,,,,
2024-04-10,01:47:40,"""CNR7561217""",Completed,"""CID6190274""",Premier Sedan,"Yamuna Bank, New Delhi, India","Kashmere Gate, New Delhi, India",12.7,15.8,,,,,,,837.0,43.78,4.5,4.1,Credit Card,,,,
2024-11-07,08:18:13,"""CNR4165128""",Completed,"""CID3393230""",eBike,"Connaught Place, New Delhi, India","Hauz Rani, New Delhi, India",7.4,37.8,,,,,,,610.0,33.91,4.2,5.0,UPI,28.6314022,77.2193791,,
2024-11-16,14:03:12,"""CNR4841443""",Completed,"""CID5384542""",Auto,"Subhash Chowk, New Delhi, India","Cyber Hub, New Delhi, India",14.3,25.1,,,,,,,521.0,35.9,4.9,4.2,Cash,,,,
2024-07-08,12:28:01,"""CNR1068539""",Completed,"""CID1989798""",Go Mini,"Ashok Park Main, New Delhi, India","Sarojini Nagar, New Delhi, India",7.4,41.5,,,,,,,543.0,47.99,4.2,4.6,Debit Card,,,,
2024-07-16,01:43:41,"""CNR6773380""",Completed,"""CID9804455""",Bike,"Ardee City, New Delhi, India","Faridabad Sector 15, New Delhi, India",2.5,36.2,,,,,,,194.0,9.26,4.0,4.3,Cash,,,,
2024-12-09,20:18:58,"""CNR3619435""",Completed,"""CID7581575""",Bike,"Gurgaon Sector 56, New Delhi, India","Arjangarh, New Delhi, India",6.0,29.1,,,,,,,336.0,13.67,4.6,3.8,UPI,,,,
2024-03-19,17:35:51,"""CNR8976936""",Completed,"""CID7766973""",Go Sedan,"AIIMS, New Delhi, India","Vatika Chowk, New Delhi, India",11.3,32.4,,,,,,,912.0,25.47,4.6,4.5,Uber Wallet,,,,
2024-05-31,22:13:25,"""CNR5208746""",Completed,"""CID1512453""",Uber XL,"Peeragarhi, New Delhi, India","Delhi Gate, New Delhi, India",3.3,30.8,,,,,,,924.0,15.23,4.4,4.2,Debit Card,,,,
2024-03-04,21:20:36,"""CNR3806151""",Completed,"""CID6190213""",Auto,"Preet Vihar, New Delhi, India","India Gate, New Delhi, India",11.6,42.1,,,,,,,395.0,45.16,4.6,4.2,Debit Card,,,,
2024-12-02,18:58:48,"""CNR6834351""",Completed,"""CID3785111""",eBike,"Govindpuri, New Delhi, India","Uttam Nagar, New Delhi, India",4.8,35.8,,,,,,,999.0,10.38,4.0,4.3,Cash,28.539116,77.2642672,,
2024-03-05,06:39:21,"""CNR3954713""",Completed,"""CID4886252""",Go Sedan,"Noida Sector 18, New Delhi, India","Madipur, New Delhi, India",6.6,18.1,,,,,,,222.0,23.22,4.7,4.2,Cash,,,,
2024-10-23,09:29:37,"""CNR1869303""",Completed,"""CID5131468""",Go Mini,"Welcome, New Delhi, India","Botanical Garden, New Delhi, India",10.3,32.4,,,,,,,314.0,10.8,3.4,3.2,Cash,,,,
2024-04-13,21:11:19,"""CNR4686842""",Completed,"""CID8893887""",Bike,"Saket, New Delhi, India","Malviya Nagar, New Delhi, India",14.6,18.4,,,,,,,1739.0,40.16,3.9,4.3,UPI,28.5234897,77.209631,,
2024-08-02,19:25:38,"""CNR4579046""",Completed,"""CID4028079""",Premier Sedan,"Rohini East, New Delhi, India","Azadpur, New Delhi, India",5.5,38.2,,,,,,,294.0,4.23,4.3,4.1,UPI,,,,
2024-02-23,12:51:25,"""CNR4976211""",Completed,"""CID7349127""",Go Sedan,"Nirman Vihar, New Delhi, India","Rithala, New Delhi, India",10.2,22.6,,,,,,,401.0,33.2,4.4,4.1,Cash,,,,
2024-06-22,11:21:42,"""CNR6048423""",Completed,"""CID5782150""",Go Mini,"Udyog Vihar, New Delhi, India","Kashmere Gate, New Delhi, India",8.8,36.5,,,,,,,178.0,4.15,3.0,5.0,UPI,28.559546,77.0564501,,
2024-07-28,16:41:02,"""CNR6299699""",Completed,"""CID3257599""",Premier Sedan,"Moolchand, New Delhi, India","Rithala, New Delhi, India",6.4,19.8,,,,,,,887.0,47.33,4.2,4.3,UPI,,,,
2024-07-13,20:45:39,"""CNR4900522""",Completed,"""CID4273433""",Auto,"Uttam Nagar, New Delhi, India","Punjabi Bagh, New Delhi, India",13.6,20.6,,,,,,,509.0,15.03,4.2,4.7,UPI,,,28.669427,77.1280011
2024-11-28,17:20:47,"""CNR4713570""",Completed,"""CID8595830""",Go Sedan,"Anand Vihar, New Delhi, India","Adarsh Nagar, New Delhi, India",5.5,29.6,,,,,,,289.0,45.76,4.3,4.5,Cash,,,,
2024-08-08,07:03:20,"""CNR2708903""",Completed,"""CID9333788""",Bike,"Jasola, New Delhi, India","Ashram, New Delhi, India",7.3,35.6,,,,,,,501.0,42.82,4.4,5.0,Cash,,,28.6392436,77.2085787
2024-11-29,08:42:25,"""CNR5745060""",Completed,"""CID6216805""",Go Mini,"Vidhan Sabha, New Delhi, India","Paschim Vihar, New Delhi, India",4.3,31.9,,,,,,,179.0,11.54,3.8,3.4,Debit Card,,,,
2024-02-01,16:56:04,"""CNR1839488""",Completed,"""CID6700136""",Auto,"DLF Phase 3, New Delhi, India","Sultanpur, New Delhi, India",12.5,33.1,,,,,,,174.0,21.9,3.3,4.3,UPI,,,28.4993912,77.1618449
2024-11-07,10:21:40,"""CNR9978328""",Completed,"""CID8960077""",Go Sedan,"INA Market, New Delhi, India","Civil Lines Gurgaon, New Delhi, India",12.2,40.1,,,,,,,619.0,21.72,4.2,4.9,Debit Card,,,,
2024-10-20,14:54:17,"""CNR2069786""",Completed,"""CID2377117""",Go Mini,"Inderlok, New Delhi, India","Ambience Mall, New Delhi, India",9.9,15.4,,,,,,,363.0,40.23,3.7,4.3,Uber Wallet,,,28.5412453,77.1551082
2024-02-27,16:12:50,"""CNR7035197""",Completed,"""CID9095464""",Go Sedan,"Satguru Ram Singh Marg, New Delhi, India","Moolchand, New Delhi, India",4.9,44.1,,,,,,,391.0,30.91,4.2,4.6,UPI,28.6188228,77.1131431,28.566845,77.2355685
2024-09-14,14:51:55,"""CNR2185394""",Completed,"""CID5743602""",Auto,"Sarojini Nagar, New Delhi, India","Faridabad Sector 15, New Delhi, India",5.5,38.4,,,,,,,632.0,7.19,4.6,3.2,UPI,28.575817,77.1980786,,
2024-04-16,17:36:04,"""CNR6522996""",Completed,"""CID9645649""",Go Sedan,"Panipat, New Delhi, India","Meerut, New Delhi, India",10.7,38.0,,,,,,,228.0,3.12,4.4,4.9,Uber Wallet,,,28.6314054,77.3302404
